PERMNO,date,Mkt-RF,SMB,HML,RMW,CMA,R_ME,R_IA,R_ROE,R_EG,AggLiq,eq8,LIQ_V,Mkt-RF_l0,Mkt-RF_l1,Mkt-RF_l2,Mkt-RF_l3,Mkt-RF_l4,Mkt-RF_l5,Mkt-RF_l6,SMB_l0,SMB_l1,SMB_l2,SMB_l3,SMB_l4,SMB_l5,SMB_l6,HML_l0,HML_l1,HML_l2,HML_l3,HML_l4,HML_l5,HML_l6,RMW_l0,RMW_l1,RMW_l2,RMW_l3,RMW_l4,RMW_l5,RMW_l6,CMA_l0,CMA_l1,CMA_l2,CMA_l3,CMA_l4,CMA_l5,CMA_l6,R_ME_l0,R_ME_l1,R_ME_l2,R_ME_l3,R_ME_l4,R_ME_l5,R_ME_l6,R_IA_l0,R_IA_l1,R_IA_l2,R_IA_l3,R_IA_l4,R_IA_l5,R_IA_l6,R_ROE_l0,R_ROE_l1,R_ROE_l2,R_ROE_l3,R_ROE_l4,R_ROE_l5,R_ROE_l6,R_EG_l0,R_EG_l1,R_EG_l2,R_EG_l3,R_EG_l4,R_EG_l5,R_EG_l6,AggLiq_l0,AggLiq_l1,AggLiq_l2,AggLiq_l3,AggLiq_l4,AggLiq_l5,AggLiq_l6,eq8_l0,eq8_l1,eq8_l2,eq8_l3,eq8_l4,eq8_l5,eq8_l6,LIQ_V_l0,LIQ_V_l1,LIQ_V_l2,LIQ_V_l3,LIQ_V_l4,LIQ_V_l5,LIQ_V_l6
90265,1/1/2006,0.00849674,0.006346834,0,0,0,0,0,0,0,0,0,0,3.67E-06,0,0,0,0,0,0,0.00012564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000131312,0,0,0,0.000658271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90319,1/1/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012493595,-0.008618151,0,0.000322948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029673147,0,0,0.000758456,0.001936786,-0.014054817,0,0,0,0,0,0,0,0,-0.022150928,0,0.008278109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90347,1/1/2006,0,0.010778105,0,0,0,0,0,0,0,0,0,0,0,0,0.005190527,-0.000422225,0,-0.007335657,0,8.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005050591,-0.003071822,0.003791588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90348,1/1/2006,0.009363916,0,0,0,0,0,0,0,0,0,0,0,4.18E-18,0,0,0,0,0,-2.25E-05,0,0,0,0,0.00248153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90349,1/1/2006,0.004658539,0,0,0,0,0.003384403,0,0,0,0,0,0,9.78E-06,-0.002090633,0,-0.002831002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90448,1/1/2006,0,0,0,0,0,0.000151594,0,0,0,0,0,0,0,0,0,0,0.004298855,-0.006793398,0,0,0,0,0,0,0,0.000770809,0,0,0,0,0,0,0,0,0,0,0,-0.012574544,-0.003851221,0,0,0,0,0,0,0,0,0.002823067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90694,1/1/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003681978,0,0,0.002126218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90857,1/1/2006,0.018239966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005744922,0,0,0,0,0,0.0522503,0.00809355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023026583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90878,1/1/2006,0.009132727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90993,1/1/2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008801588,0,-0.054239136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92655,1/1/2006,0.00063319,0,0.001776581,0,0,1.18E-05,0,0,0,0,0,0,0.000423914,0,0.000470623,0,0,0,-0.000102753,0,0.000903784,0,0,0,0,0.002575354,0.000340448,0.000526863,0.001762616,-0.000438728,0.002850385,0,-0.001691624,0,0.000544412,0,0.000437071,0,0.001818413,0,0,0,0.002408059,-0.0027647,0,0,-0.000189202,0.000168762,0,0,0,0,-8.01E-05,0,0,-0.00114668,0,-0.000765627,0,-0.004472066,0,0,0,-0.00068668,0,0,-0.004072389,0,0,0,0,0,0,0.003155001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10324,1/1/2007,0.007394306,0,0,-0.011744768,0,-0.001303693,0,0,0.01526895,0,0,0,2.36E-06,0,0,-0.006893328,-0.001176532,0.000395774,-0.00165256,0,0,0,0,0,-0.000704332,0,0,0,0,-0.000703184,-0.007241322,0,0,-0.006799919,0.003034627,-0.002929985,0,-0.003311909,0,-0.004122318,0,-0.009401578,0,0,-0.000845969,0.004419063,0,-0.000478038,0,-0.005304585,-0.000722424,0.00017337,0,0.000293402,0,0,0,0,0,0,0,0,0,0,0,0,0.002749812,0,0.002686328,0,0,0,-0.003149205,0,0.011309457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10777,1/1/2007,0.007376924,0,0,0.000517708,0,0.006078053,-0.00023746,0.000706432,0,0,0,0,0,-0.000875389,0.000685263,0,0.001067463,0,0.00168388,0,0,8.99E-05,0,0,0,0,0,0,0,0,0,0,0,0.001073633,0,0,0,0.001987881,0,0,0,0,0,0,0,0,-0.001991562,0.000517783,0.000757326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337919,-0.000709459,-0.000170908,0,0,0,0,0,0,0,0,0.005077769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,1/1/2007,0.002141604,0,0,0,0,0,0,0,0,0,0,0,1.62E-05,0,0,0,0,0,-0.000715544,0,0,0,0,0,-5.37E-06,0.000281291,0,0,0,0,0,0,-0.00251226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00211835,0,-0.001863123,-0.002140389,0,0,0,0,0,0,-0.001024732,0,0,0,0,-0.000474226,-0.000372351,0,0,0,0,0.000112697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11415,1/1/2007,-0.000679418,-0.000716475,0,-0.00278134,0,0,0,0,0,0,0,0,-8.01E-06,0,-0.002898109,0,-0.002261024,-0.000870743,-0.001114657,-5.19E-05,0,0,0,0,0,0,0,0,0,0,-0.001076034,0,0,-0.000170414,-0.001681161,-0.010205314,-0.000153247,0,0.009834778,0.002018479,0,0,0,0,0,0,0,0,-0.000732917,0,0.001536616,0,0,0,0,0,0,0,0,-0.010524383,0,0,-0.007719947,0,0,0,-0.012761822,0,0,0.017456682,-0.006791337,0,0,0,6.06E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11587,1/1/2007,0.004226508,0,-0.013086355,0,0,0,0,8.97E-06,0,0,0,0,0.000151988,-0.002904004,0,0.002561107,0,0.003170331,0.004118805,0.001728382,0,0,-0.003200849,-0.001411813,-0.000378148,0.001973248,-0.001005414,0.003091518,-0.009981646,0,-0.003032497,-0.008152163,0,0,-0.00803524,-0.001639879,0,0,0,0,0,0,0,0,0,-0.010017635,0,0,0,-0.000186021,-0.001108232,0,0,0,0,0,0,0,0.002614076,0,0,0.000529742,-0.000697561,0,0,0.002395482,0.000711377,-0.000945541,0,0,0,0,0,-0.006724733,-0.005210793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11762,1/1/2007,0.011216423,0.000273453,0,0,7.20E-06,0,0,0.001289986,0,0,0,0,0.00072962,0,0,-0.00132209,0,0.000325234,0,0.000717317,0,0,0.002701082,-0.000517127,0,0,0,-0.001791103,-0.001877539,0.000334792,0,0,0,0,0,0.002206348,0,0,-0.000116259,0,0.000105026,0,0,0,-0.000710366,0.001082345,0,0,0.003604452,0,0,0,0,0,0,0,0,0,0,0,0.005662802,0.000332734,-0.000761723,0,-0.00431188,0.001590342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11850,1/1/2007,0.007562992,0,0.001028045,0.003821565,0,0,0,0,0,0,0,0,0.002246188,0,0.001405926,0,0.00095161,-0.002795336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001373118,0.000829335,0,0,0,0,0,0,0,0,-0.000964922,0.00054988,-0.000131178,0,0,-0.000616097,0,0,-0.000814416,0,0,0,0,0,0,0,0,0,0,0.000163812,0,-0.000880595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11995,1/1/2007,0.003219865,0,0.000797274,0,0,0,0,0,0.002060406,0,0,0,0.000609779,0,0,0,-0.000231862,-0.004010463,0.002376391,0,0.00308419,-0.0036789,0,0,0,0,0.000541821,0,0,0.000268322,0,0,0,0,0.001410874,0,0,0,0,0,0.000647965,0,0.00272705,0,-0.00249881,0,0.004524646,0,0,0,4.89E-05,0.002152154,0,0.001218828,0,0,0,0,0,4.41E-06,0,0,0,-0.003574353,0.005095702,0.001404874,0,0.002801783,5.30E-05,0,0,0,0,0,0.003375472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12052,1/1/2007,0.003428046,0,0.002477231,0,0,0.001693735,0,0,-0.000472831,0,0,0,0.000368074,0.001631723,0.002445545,0.000559822,0.000151758,0,0,0,0,0,0,-0.002341948,0,0.001095848,0.00056445,0,0,0,0,-0.004991512,0,0,0,0.001130776,0,0.001182739,-0.002944402,0,0,0,0,0,0,0,0,0.000669151,0.000853198,0.00123276,0,-0.001474989,0,0,0,0,0,0,0,0,0,0,0,0.002528959,-0.000249326,0.003600666,0,-0.00287383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12062,1/1/2007,0,0.007697662,0.004567135,0,0,0,0,-0.001535639,0,0,0,0,0,0.001761573,0,0,0,0,0,0,-0.003124221,0,0,0,0.002529484,0,0,0,-0.000658373,0,0,0,-0.001583579,0,0.006874807,0,0,-0.005630561,-0.001129973,-0.006544291,0,0,0,0,0,-0.002545729,-0.001850828,0,-0.003885005,0,0,-0.004231897,0,0,0,0,0,0,-0.006463114,0,0,-6.01E-05,0,-0.00536227,-0.001128171,-0.000289234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12175,1/1/2007,0.000284212,0,0,0.000348619,-3.93E-05,0.001329016,0,0,-0.003792137,0,0,0,0.00041271,0,0,0,0,-0.000146689,0.000993839,0,0,0.005690275,0,0,0,0,0,0,-0.002512441,0,0,0,0,0.000878079,-0.002623047,-0.003943259,0,0,0,0,-0.00288406,0,0,0,0,0,0,0.000436293,-0.004024587,0,0,-0.005471117,0.000118079,0,0,0,0,0,0,0,0,0.001931199,0,0,-0.000138521,0.00139892,0,0,0,0,-0.003622816,0.003346647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12490,1/1/2007,0.015422259,0,-0.000815751,-0.003444022,0,-0.002456998,0,0,0,0,0,0,1.13E-06,-0.000757781,-0.000862736,-0.000914453,-4.71E-05,0,0,0,0,0,0,0,-0.001452469,0,-0.000366648,0,0,-0.000203664,0,0.000813784,8.92E-05,-0.001050133,0,0,0,9.29E-05,0.001159071,0,0,0,0,0,0.001690403,0,9.72E-06,-0.001594508,0,0,-0.001027566,0.003793742,0,0,0,0,0,0,0,0,0,0,0.00265643,0,0,0,0.001458026,0.004429044,0,-0.000799292,0,0.001634639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13507,1/1/2007,0.005792859,0,-0.000137579,0,0.001717443,0,0,-0.001692015,0,0,0,0,3.08E-06,0,0,0.001070693,-0.001415499,0.000180543,-0.001010004,0,0,0,0,0,0,0,-7.44E-07,0.006077768,0,5.85E-05,-0.003373217,0,0,0,0,0.000163962,0.001761507,0,0,0,0,0,0,-0.000541992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.49E-05,-0.001609482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13856,1/1/2007,0.00453375,-0.00243332,0,0,0,0,0,-0.000332441,0,0,0,0,0.000242595,0,8.11E-05,0,0,0.000325276,-0.00034318,-0.00028074,0,0,0,0,0,0.001148755,0,0.005981687,0,0,0,0,0,0,-0.000729282,0,0,0,-0.002476385,0,0,0,0,0,0,0,0,0,0.000787814,0,0,0,-0.002521338,0,0,-0.000419765,0,0,0,0,0,-0.000465333,0,0,0.000474491,0,-0.000791892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14008,1/1/2007,0.006798654,0,-0.00373808,0,0,-0.00177068,0,0,0,0,0,0,8.03E-05,0,1.98E-05,-0.002207432,-0.001049114,0,0,0,0,0,0,0,0,0,-0.001413197,0.00024267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534454,0,0,0,0,-0.000835816,0,0,-0.001849696,0,0,0.001012927,0,0,0,-0.000514166,-0.007005565,0.000557314,0,0,0,0,0,-0.000846026,0.00362064,0.003091388,0,0,0,0.000332392,0,0,0.001893673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14541,1/1/2007,0.006712944,0.000345337,0.005910739,0.002100552,0,0,0,0,0,0,0,0,0.001554194,0,0.00128501,0.000996103,0,-0.00157688,0,9.39E-05,-0.000785027,0,0,0,0,0,1.03E-05,0,0,0,0,0,0.000306952,0.001466293,0,0.000180231,0,0,0,0,0,0,0,0,0.002339506,-0.003991429,0,0,0,0.000732361,0,-0.002009671,0,1.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001829555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14752,1/1/2007,0.004050441,0,0,0.000251358,0,-0.003307476,0,0,-0.002217887,0,0,0,0.000900563,0.003930823,0,0,0.000962855,0.000719429,0.000674855,0,0,0,0,-0.003346546,0,0,0,0.006344945,-0.001760702,-0.005340436,0,0,0,6.82E-05,0.007266482,0,0,0.003030044,0.003563611,0,0,0,0,0,0,-0.004430341,0,-0.001398006,0,-0.003242384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002011575,0,-0.003277591,0,0,0,0.0012123,-0.001725734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14868,1/1/2007,0.009574324,0.006614598,-0.009260449,0,0,0,0,0.003353602,-0.003653978,0,0,0,0.000302271,0,0,-0.004691139,0,0.00321567,0.001158556,0.001815086,0,0,0,0,0,0,-0.001629932,0,0,0.003208093,0,0,0,0,0,0,0,0.002458354,0,0,0,0,0,-0.002762911,-0.001212692,0,0,0,-0.007956163,0,0,0.000143766,0.003236152,0,0,0,0,0,0,0,0.0001499,0.003022409,-0.002032351,-0.003512617,-0.000323951,0.000545581,0,0,-0.000217612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15202,1/1/2007,0.008876164,0,0,0,0,0.003101092,0,2.42E-05,0,0,0,0,0.000334588,0.001670655,0.000874044,0,0,0,0.000230756,0,0,0.001137605,0,-0.005331028,-0.000189736,-0.002565138,0,0,0,6.80E-05,0,0,0.000203661,0,0,0,0,0,0,0,0,0,0,0,-0.002903558,0,0,0,0,0,0,0,-0.00027914,0,0,0.001692654,-0.001152829,0,0,0,0.001076117,0.002645752,0,0,0,0.00181632,0,-0.003329315,0,0.000940211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15472,1/1/2007,0.000139371,0,0,0,0,0,0,0,0,0,0,0,1.01E-18,0,0.000535086,-0.00017267,0,0,0,0,0,0,-0.0038305,0,0,0,0,0,0,0.00097098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001732546,-7.67E-05,-0.000257248,0,0,0,0,0,0,0,0,0,-0.000709081,0,0,0,-0.000983161,0,0,0,0,0.001468007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16600,1/1/2007,0.000982205,0,-0.006797695,0,0,-0.006305803,0,0,0,0,0,0,0.000752201,0,0.001532626,-0.000737838,0.000467004,0.00027683,0,0,0.001926973,0,0,0.00307955,0,0,-6.93E-05,-0.001230351,0,0.000881423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004087606,0,0,-5.69E-05,0,0,0.002409854,0.000961342,0,-0.000799374,0,0,0,0,0,0,0.002210283,0,-0.001272815,0,0,0,0,-0.002883784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17478,1/1/2007,0.004240065,0,0,0,-0.000126694,0,0,0,0,0,0,0,1.14E-05,0,0.000621323,0,0.000303567,-0.000267916,0.000760522,-3.92E-05,0,-0.00051007,0,0,-0.000651551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000425998,0,0,0,0,0,0.002592221,0,0.000383596,-0.00035291,0,0,0,0.000494553,0,0,0.000711246,0,-0.003172332,0,0,0,0,0,0,-0.00090645,0,0,0,0,0,0.003315556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17750,1/1/2007,0.003622579,0,0,5.01E-05,0,0,0,0,0,0,0,0,2.85E-05,0.000918065,0.000234635,0.000230782,0,0.000327968,0.002516032,0,0,0,0,0,0.000276973,0,0,0,0,0,0,0,0,0.00070615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001430016,0,0,0,0,0,0,0,0,-0.001179636,-0.003143744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17778,1/1/2007,0.003132127,0,0,0,0,0,0,0.000177509,0,0,0,0,0.00010735,0.00157065,0.000289625,-0.001963697,0,0,0,0,0,0,0,0,0,0,0,0,-0.000710438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002945719,0,0,0,0,0,0,0,0.003083354,0,0,0,0,0,0,0,0,0,5.72E-06,0,0,0,0,-0.000499172,-0.001093931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17806,1/1/2007,0.01721194,0.00520904,0.001477637,0,0,0,0,0,0,0,0,0,0,-0.005600013,0.00623136,0,0,-0.007131216,-4.10E-06,0.003662549,0,0,0.000935606,0,0,0,0.004392377,0.002008085,0,-0.003825258,0,0,0.011459907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890321,0,0.007345105,0,0,0,0,0,0,0,-5.71E-05,0,0,0,-0.002674325,-0.003713717,0.000689339,0,0.002011467,0,0,0,5.66E-05,0,0,-0.012124621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17830,1/1/2007,0.005748163,0,-0.000894528,0,0,-8.96E-05,0.00162416,0,0,0,0,0,6.07E-05,0,0.002539865,0,0,0,0,0,0,0,0,0,0,0,-0.000152495,0,0,-0.000787922,0,0,0,0,0,0,0,0,0,-0.00216673,0,0,0,-0.001989416,-0.004135504,0.003536635,0,-1.40E-05,9.61E-05,0,0.002639523,0,0,0,6.86E-06,0,0,0,0,0,0,0,0,0,0,0,0.001094143,0,0,0,0,0,-0.000294069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18163,1/1/2007,0.000931812,0,0,0,0,0.000444748,0,0,0,0,0,0,0,-0.000607749,0.001360821,-0.000836157,0,0.00154846,0,0,-0.001350564,0,0,0,0,0,0,0.001075118,0,0,0,0,0,0,0.000144236,0,0,0,0,0,0,0,0,0,0,0,0,0.000343961,-0.000260772,0,0,-0.001253346,0,0.000557974,0,0,0,0,0,0,0.001396183,0,0,0,0,-0.002733597,-0.000231868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18542,1/1/2007,0.011065385,0.003792741,-0.000979653,0,0,0,0,0,0,0,0,0,0.00014848,-0.001978183,0,0.000860066,0,0,0,0.00123152,0.005494829,0,0,-0.001173181,0,0,-3.41E-05,0,0,0.001388725,-0.009415687,0,0,0,0,0,0,0,0,0,0,-8.75E-05,0,0,0,0,0,0,0,0,0.000954451,0,0,0,0,0,-0.003188938,0,0.00118005,0,-0.00069793,0,0,0,0,0.003124925,0,0.003163038,0,0,0,-0.003854829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18729,1/1/2007,0.002917057,-0.001499124,0,0,0,0,0,0,0,0,0,0,0.000273318,0,0.000173164,-0.000496218,0,0,0,-0.000597374,0,0,0,0,0,0,0,0,-0.00568524,0,0.003492066,0.000853936,0.000653362,0,0,0,0,0,0,0.000310216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003128119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19350,1/1/2007,0.012145021,0,0,7.84E-05,0,0.004691105,0,0.004690235,-0.007681932,0,0,0,0.001191381,0,0,0,0,0,0,0,0,0,0,-0.001260727,0,0,0,0,0,0,0,0,0,0.000787209,0,0,0,0.002474493,0,0,0,0,0,0,0,0.003667218,0,2.98E-05,0.001979427,0.0012885,0,0,0.005502971,0,0,0,0,0,0,0,0,0.004272834,0,0.000409056,-0.003632352,0.001969245,0.0021509,0,-0.001454391,0.001250146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19561,1/1/2007,0.006677981,0,0,0.000112105,0,0,0,0,0,0,0,0,0.000784149,0.004898398,4.64E-05,0.00233883,0,0,0.002166136,0,0,0,0,-0.00195669,0,0,0,0,0,0,0,0,0,0.002458627,0,0,0,0,0,0,0,0,0,-0.00264236,-0.003622516,0.002006836,0.001334402,0,0,0.002199024,0.003776686,0,0,-0.002133097,0,0,0,0,0,0,0,0,0,0.000763684,0,9.23E-05,0.001229372,0,0,0.001877524,0,0,0,0,-0.000431366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220,1/1/2007,0.008060394,0,0,0.007304869,0,0,0,0,0,0,0,0,0.00415294,0,0.000533404,0,0,0.002316597,0,0,0,-0.001348573,0,0,0,0,0,0,0,0,0,0,0,0.003595842,0,0,0,0.003189228,0,0,0,0,0,-0.001139282,-0.000400279,0.001297626,0.003921858,0,0.001490765,0,0,0,-0.000620572,0,0,0,0,0,0,0,0,0,-0.00130275,0.00470498,-0.003582592,0,0,-0.002144046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21178,1/1/2007,0,0,0,0.007055168,0,0.002842501,8.63E-05,0.000314587,0,0,0,0,0,0.000207294,0,0.000298778,0,0,0,0,-0.00018281,0,0,-0.003899444,0,0.002486618,0,0,0,0,0,-0.006895065,0,0.001468121,0,0,0,0.000330568,-0.00202313,0,0,0,0,-0.001943213,0,0,0,0.000569637,0,0,0,0,-0.001083469,0,0.000290613,0,0,0,0,0,-0.000162524,0.000567185,0,0,0,0.003185496,-0.002111105,-0.001247722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22111,1/1/2007,0.002493644,0,0,0,0,-0.002645541,0,0,0,0,0,0,0.000519654,0,0,-0.000730863,0,0,-0.000382978,0,0,0,-0.000503252,2.97E-05,0,0,0,0,0,0,0,0,0,0,0.003339121,0,0,0,0,0,0,-0.000566199,0,0,0,0,0,-0.000581807,0,0,0,0,-4.49E-05,0,0,0,0,0,-0.001330905,0,0,0,0,0,0.000579942,-0.003311699,0,0.000340683,0,0,0,0,-0.001304913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22509,1/1/2007,0.007575163,0,0,0.001607351,0,0,0.00080703,0,0,0,0,0,0.000904967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001400181,0,0,-0.002162327,0,0.001097729,0,0,0,0.003679955,0,0,0,0.002337503,0,0,0,0,0,0,0.000396932,0.004912521,0.000817453,0,0,-0.000158639,0.000433306,0,0,0,0,0,0,0,0,-0.002295194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22592,1/1/2007,0.005504267,0,-0.00541694,0.001791499,1.41E-08,0,0,0.001071195,0,0,0,0,0.001278684,-0.000114703,0,0,-0.000150623,0.000134543,-0.001832859,0,0,0,0,0,0,0,0,0,0,0,0,0.000591429,0,0.000231803,0,0,-0.001456475,0,0,0,0.000739316,0,0.000637467,0,0,0,0,0,0.00312592,0.002529817,0.000559105,0.001800253,0,0,0,0,0,0.002103466,0,0,0,0.000216457,0,0,-0.000134478,0.000437751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
