PERMNO,date,Mkt-RF,SMB,HML,RMW,CMA,R_ME,R_IA,R_ROE,R_EG,AggLiq,eq8,LIQ_V,Mkt-RF_l0,Mkt-RF_l1,Mkt-RF_l2,Mkt-RF_l3,Mkt-RF_l4,Mkt-RF_l5,Mkt-RF_l6,SMB_l0,SMB_l1,SMB_l2,SMB_l3,SMB_l4,SMB_l5,SMB_l6,HML_l0,HML_l1,HML_l2,HML_l3,HML_l4,HML_l5,HML_l6,RMW_l0,RMW_l1,RMW_l2,RMW_l3,RMW_l4,RMW_l5,RMW_l6,CMA_l0,CMA_l1,CMA_l2,CMA_l3,CMA_l4,CMA_l5,CMA_l6,R_ME_l0,R_ME_l1,R_ME_l2,R_ME_l3,R_ME_l4,R_ME_l5,R_ME_l6,R_IA_l0,R_IA_l1,R_IA_l2,R_IA_l3,R_IA_l4,R_IA_l5,R_IA_l6,R_ROE_l0,R_ROE_l1,R_ROE_l2,R_ROE_l3,R_ROE_l4,R_ROE_l5,R_ROE_l6,R_EG_l0,R_EG_l1,R_EG_l2,R_EG_l3,R_EG_l4,R_EG_l5,R_EG_l6,AggLiq_l0,AggLiq_l1,AggLiq_l2,AggLiq_l3,AggLiq_l4,AggLiq_l5,AggLiq_l6,eq8_l0,eq8_l1,eq8_l2,eq8_l3,eq8_l4,eq8_l5,eq8_l6,LIQ_V_l0,LIQ_V_l1,LIQ_V_l2,LIQ_V_l3,LIQ_V_l4,LIQ_V_l5,LIQ_V_l6
65912,1/1/2013,0.00872476,0,0,0,0,0,0,0,0,0,0,0,2.66E-05,0.000317642,-0.009541754,0,-0.005165112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68304,1/1/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039001891,-0.012924237,0,-0.020024617,0,0,0,0,0,0,0,0,0,0,-0.113341683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68419,1/1/2013,0.004538365,0,0.001138918,0,0,0,0,-0.001288359,0,0,0,0,0.000836976,0.003704385,0.001179622,0.000670428,0.001746098,0.001777569,-0.00349808,0,0,0,0,-0.000271298,0,0,5.37E-05,0,0,0,0,0,-0.002093795,0,0,0,0,0,-0.004153709,0,0,0,0,0,-0.004602385,0,0,0,0,0.001914686,-0.001768671,0,-0.000694218,0,0,0,0,0,0,0,0,0,-7.47E-05,0,0,-0.000279256,0,0,0,0,0,0,0,0,-0.008768285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70536,1/1/2013,0.00795322,0,0,0,0,0.002044319,0,0,0,0,0,0,1.23E-05,-0.002449061,0,0,-3.44E-05,0,-0.000355835,0,0,0,0,0,-0.000541848,0,0,0,0.003035961,-0.005244716,-3.44E-05,0,0,0,0.000429968,-0.000330989,-0.001800008,-0.003332527,0,0.000202076,0,0,0,0,0,0,0,0.000273328,0,0,0,0,0,-0.001517056,0,0,0,0,0,0,0,0,0,-0.001582635,0,0,0.001443899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71271,1/1/2013,0.005803392,0,0,0,0,0,0,0,0,0,0,0,0.000229509,0.000324879,0,0,0.000852734,0.001476569,0,0,0,0,0.000617473,0,0,0,0,-0.00272631,0.001404425,0.001209444,0,0,0,-0.000151201,0,0,0.001132441,0,0,0,0,0,0,0,0,0,0,0,0,0.003062356,0,0,0,0,0,0,0,0,0.004576957,0,0,0,-0.00108,0,0.002725108,0,0,0.003255795,0,0,0,-0.000620126,0,0.005733413,-0.004334205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73139,1/1/2013,0.006700371,0,0,0,0,0.003432767,0,-0.002221601,0,0,0,0,0.000178081,0.001273979,0.001228425,-0.000275309,0,0.000839055,0,0,0,0,0,0,0,0,0,0.003371881,-0.002462721,0.000377358,0,0,0.001868286,0,0,2.31E-05,-0.001445198,0.001749818,-0.003621757,0,0,0,0.00579733,0,0,0,0,0,0,0,0,-0.00202351,0,0.000361842,0,0,0,0,0,0,0,-2.56E-05,0.001191531,0,0.001366179,0,0,0,0,-0.004080074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75182,1/1/2013,0.013656882,0,0.004277259,0.009366757,-0.000276163,0.009738592,0,-0.003838608,0.001523091,0,0,0,0,-0.000108927,-0.002641304,0.001555366,-0.000694409,-5.35E-05,0.003673876,0,0.000481545,0,-0.002022571,0.005084798,0,0,0,0,0,-0.004482805,0,-0.00644614,0,0.004621483,0,-0.004772339,0,0,0,0.004899094,-0.000742696,-0.002832293,0,0,0,0.012285342,0,0.001839707,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001127444,0,0,0,0,0,0,0,0,0,-0.005562167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75383,1/1/2013,0.005089604,0,0,-0.010204563,0,-6.15E-05,0,-0.003965393,0,0,0,0,0.000101891,0.001410198,0.006681796,0.003838206,-0.003447488,0.001290586,-0.003825397,0,0,-0.007421636,0,0,-0.000532236,0,0,0,-0.001533774,-0.001013638,0,-0.004650548,-0.002981171,-0.000262684,0,0,0,0,0,0,-0.004927678,0,0,0,-0.004139596,0,0,-0.003566072,0.003552495,0,0,-0.002978959,0,0.006186155,0,0,0,0,0,0,0,-0.000539957,0.015646532,0,0.011672837,-0.009702261,0,0,0,-0.005273026,0,0.004992232,0.005757259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75646,1/1/2013,0.007141125,0,0,-9.30E-05,0,0,0,0,0,0,0,0,2.71E-05,0,0,5.66E-05,0,-0.000719419,0,0,-1.41E-05,0,0.002892892,0,0.00096165,0.000697016,0,-0.003767784,-0.000872681,0.001212037,0,0,0.002314143,-0.000314878,-0.000804063,-0.000530611,0,0,0,0.00079768,0,0,0,0,0,0,0,0,0,0.000110317,0,-0.003972151,0.000463507,0,0,-0.002792378,0,0,0.000336624,0,0,0,0,0,-0.001825707,-0.002799973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75694,1/1/2013,0.005838844,0,0,0,0,0,0,0,0,0,0,0,1.16E-17,0,0.000584203,-0.001097565,0,0,-0.001019816,0,0,0,0,0,0,0,0,0,-4.57E-05,0.002567156,-0.002625198,0,6.66E-05,0,0.001936142,0,-0.004820328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30E-05,0.000888693,0,0,0,0,0,0,-0.005501911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75789,1/1/2013,0.002855852,0,0,0,0,0,0,0,0,0,0,0,3.31E-17,0.021261941,-0.033320632,-0.014218065,0,0.009403285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75825,1/1/2013,0.009852115,0,-0.006108332,0.000675044,0,0,0,0.001272833,-0.005748012,0,0,0,0.001027002,-0.001440734,-0.001421487,-0.001743199,0,-0.001124518,0.00224848,0,0,0,0,0,0,-0.004851257,-0.000868396,0.015302375,0,0,-0.001735353,0,-0.004644562,0.003377592,0,0,0,0,0,-0.013933892,0,0,0,0.00286967,0,0,-0.000194393,0,0,-0.006872737,-0.002357909,4.84E-05,-0.007201701,0,0,0.001982056,0,0,0,-0.000921608,0,0.002674063,0,-0.003927702,0,0,0,0,-0.001664427,0,0,0,0,0,0.010613657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76219,1/1/2013,0.006988763,-1.28E-07,0.001941962,0,0,0,-0.002761651,0,0,0,0,0,0,0,-0.000218907,0.001241515,0.0009712,-0.002422484,0,-0.00091375,-0.001283843,0,0,0,0,0,0.000528513,-0.001356675,0,-8.17E-06,-0.00208348,-0.000350047,0.001401744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.38E-06,-0.001054874,0,-0.002437325,0,0,0,0,0,-0.002813638,0,-0.001657803,0,-0.000424103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76266,1/1/2013,0.006425885,0.003550305,0.010421076,0,0,0,0.002404291,0,0.004633147,0,0,0,6.23E-05,-0.00165632,-0.001790545,-0.002806563,-0.000631021,0.001029483,0.002677531,0.000231489,0.004030868,0,0,0,0,0.00124188,0.004869145,-0.005790368,0.004484087,-0.002210275,0,-0.006064851,0,0,0.000314346,-0.001026117,0,0,0,0.007996106,0,0,0.001970435,0,0,0,0,0,0,0,0.004032624,0,0,0,0,0,0,0,0,0,0,0,0.006165539,0,0,0,0,0,0.000114004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76477,1/1/2013,0.007692897,0,0,0,0,0,0,0,-0.002695842,0,0,0,0,0,-0.001458568,-0.00277746,0,-0.002314619,0.000568296,0,-0.002412893,0,0,0,0,0,0,0.00458198,0.002341852,-2.99E-05,0,0,0,0.0001093,0,0,-0.005227261,-0.00236961,0,0,0,0,0,0,0,0.003729121,0,0,0,0,-0.000465264,0,0,0.000794691,0,0,-0.000391324,0,0,0,0,0,0,0.00253111,0,0,0,0,-0.00010075,0,0,0,0,0,-0.002049084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76592,1/1/2013,0.007202514,-0.001367733,-0.000509797,0,0,0,0,0,0,0,0,0,0.000449539,0.000550852,0,0,0.001359134,0.000154082,0,-0.000502528,0,0,0,0,0,0,-0.001175814,0.000689331,0.001069379,0,-0.002029409,0,-0.002158972,0,0,0,0,0,-0.00017318,0,0,0,0,0,0,0,0,0,0.000911447,0,0,0,0,0.002026897,0,0,0,0,0,0,0,0,0,0,0,0.00025568,-3.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76605,1/1/2013,0.001832799,0.004768329,0,0,0,0,0,0,0,0,0,0,2.91E-06,0,-7.59E-05,0,0.000220514,-0.000233872,0,6.56E-05,-0.000541296,0.000132153,0,0,0.001683988,0,0,-0.005432597,-0.004221866,0.006041676,-0.000267254,0,0,0,0,0,0,0.003293952,0,0.001234709,0,0,0,0,0,0.002074911,0,0,0,0,0,-0.001078543,0,0,0,0,0,0,0,0,0,0,0,0.001552391,0,0.001217658,-0.00127338,0.001594314,0,-0.001413818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76625,1/1/2013,5.62E-05,0.006840848,0.005018746,0,0,0,0,-1.26E-05,0,0,0,0,6.81E-09,0,0,0.003292367,0,0.000990716,0.005110681,0.001439152,0,-0.006720323,0,0,0,0,0.000228175,0,0,0,0,-0.001404993,0,0,0,0,-0.002612646,0.000520997,0,-0.000484069,0,-0.004975124,0,0,0,0,8.96E-05,0,0,0,0,0,0.005795581,0.01045892,0,0,0,0,0.000929917,0,0.003179567,-0.000973432,0.001694546,0.001717181,0,0,0.002853333,0.007509158,0,0.00088688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76655,1/1/2013,0.003003202,0,-0.000143073,0,0,0,0,-0.000343168,0,0,0,0,0.001268568,0.001791949,0,-0.000924464,0.001663245,0,-0.005311706,0,-0.003448867,0,0,-0.001971145,0,0,0,0,0,-0.001907153,0,0,0,0,0,0,0,0,0,0,0,0,0.000278693,0.00426358,0,0,0,0,-0.000764024,0,0.001937018,0,-0.00343972,0,0,0,0,0,0,0,0,-3.04E-06,0,0.000495643,0,5.48E-05,0,-0.000408763,0,-0.003792328,-0.002333059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76709,1/1/2013,0.00791116,0.004391333,0,0,-0.003609576,0.004235475,0,-0.00052775,0,0,0,0,0,0,0.000752545,0,0.00096032,-0.000316828,-0.000419658,0,0,0,0,0.001494294,-9.89E-05,0,0,-0.002884148,0,0,-0.003453863,0,0,0,0.002182894,0,0.000426434,0,0,0.002353317,-0.000687884,0,0,0,0,0,0,0.000138134,0,0,0,0,0,0.001657402,0,0,0,0,0,0,0,-0.00028057,0.001393872,0,0,-0.002422712,0.001397608,0.000491734,0,-0.007591703,0,0.001712788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76757,1/1/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182509501,0,-0.198921907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76841,1/1/2013,0.008488314,0,0,-0.001370862,0,0.003153949,0,0.001173668,0,0,0,0,0,-0.002400391,0.000356374,0.001512162,0,0,0,0,0.001094084,0,0,0,0,0,0,-0.00729132,0,0,0.000282552,0,0,0,0.006426464,-0.002611885,0,-0.001416268,0,0,0,0,0,-0.00164388,0.001454557,-0.006705862,0.000440183,0.001080064,0,-0.006883311,0,-0.003282154,0.004499865,0,0,0,0,0,0.016354159,0,0,0,0,-0.000379885,0.005056823,0,0,0,0,0,0,0,-0.010378929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77338,1/1/2013,0.007335745,0.001572578,-9.73E-05,0,0,0,4.03E-06,0.002706446,0,0,0,0,0.000495783,0,0,0,-0.001372113,0,0,0.001131643,0,0,0,0,0,0,-4.83E-06,-0.001163769,0.002111498,0,0,0,0,0,-0.006958032,0,0,0,0.001124721,-0.003427138,0,0,0,0,0,0,0,0,-0.002703127,0,-0.000636782,0,0,0,0.000381444,0,0,0,0,0,0,0.00042595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77496,1/1/2013,0.009717347,0.013366301,0.015301261,0,0,0,0.001996022,-0.006418415,0,0,0,0,0.000332142,0.003340833,-0.005081711,-0.003144448,0.000458197,-0.000499545,0,0.00011793,0,0,-0.002700831,0,0.000505303,0,0,0,-0.001281038,0.007533764,-0.002348266,0,0,0.00135265,-0.001417253,0,0,0,0,9.15E-05,0,0,0,0,-0.00956689,0.015921637,0,0,-0.007329211,0,0,-0.003423469,0,0.000767924,0.00027839,0,0,0.005343909,0,0,0.004289602,0,0,0.004679854,-0.013225629,0.007793534,0,0.002503777,0,0,0,0,0.000374867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77668,1/1/2013,0.008653022,0,0,0,0,0.010107638,0,-0.001398569,0,0,0,0,7.82E-06,0.001452999,-0.002840908,0.000192236,-0.001893186,0,0.002767551,0,8.43E-05,0.008506213,-0.002973661,0,0,0,0,0.00023993,0.001124832,-0.006144459,0.004833171,-0.004527862,0,0,0,0,0,0,0,0,0,0,0.002658221,0,-0.000508979,0,0,0.00012169,0,0,-0.000479961,0.002290023,0,0,0,0,0,0,0,0,0,-0.000133307,0,0,0,0.000436382,0,-0.000977175,0,0.000269479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77768,1/1/2013,0.007199633,0,-0.000889245,0,0,0,0,0,0,0,0,0,0.000238424,-0.000680942,0,-0.001586775,0,-0.00023807,0,0,0,0,0.001858942,-0.001093297,0,0,-4.61E-06,0,-0.00392671,0.00090356,6.85E-05,-0.00012575,0,0,0,-0.002651175,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001882937,0,0,0,0,0,-0.000839913,0,0,0,0,0,0,0.001277586,-0.001359622,-0.001183781,0.000112425,0,0,0,0,-0.000789287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78804,1/1/2013,0.023718222,0,0,0,0,0,0.001834195,0.004120358,0.022178017,0,0,0,0.00625253,-0.014440452,0.00754497,-0.008771628,-0.0092125,-0.013721465,0.001884903,0,0.00458901,-0.006835593,0,0,0.008101267,0,0,0,0,0,0.013386686,-0.0041144,0,0,0,0,0,-0.012585547,0,0,0,0,0.004901466,0,-0.00675752,0,0,0,0,0,-0.002906477,0.00293686,0,0,0.010442148,0,0,-0.004337909,0,0,0,0,0.004113045,0.013156572,0,-0.026831532,0,0,0.005817327,-0.030016936,0,0.00805791,0,0.001438763,-0.021986214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79057,1/1/2013,0.005667309,0,0.003762309,0,0,0,0,0,0,0,0,0,4.08E-05,-0.000486915,-0.000240893,0,0,0,0,0,0,0,0,0.000901349,0,0.001314347,0.000662493,0.004070721,-0.001462165,0,0,0,-0.001603607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695116,0.000379776,0,0,0,0,0,0,0,0.000713833,0,0,0,0,0,0.002679881,-0.000430954,0,0,0.004890823,0,-0.005323558,-0.000757547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79637,1/1/2013,0.011242576,0.006097466,-0.001493983,0,0,0,0,0,0,0,0,0,0.000300698,-0.00336382,0,-0.001561235,-0.002233568,-0.000941594,0.002380286,0.003868032,0.005492892,-0.001323754,-0.001383537,0,0,-0.000444167,0,0.003028381,0,-0.000490299,0.003339768,0,-0.002024511,0,0,-0.002602586,0,-0.002706697,0,0,0,0,0,0.004146151,0,0,0.001297912,0,0,-0.002104788,0,0,0,0,0,0,0,0,0,0,0,-0.001587967,-0.000477386,0,0,0,0,0.005133613,0,-0.008601864,-0.001387713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79730,1/1/2013,0.005020517,0,0.000134188,0,0.003630935,0.000119056,0.003765289,0,0,0,0,0,0.000234406,-0.001422268,-0.000547752,0.0005178,-0.000642339,0,0,0,0,0,-0.003191093,0,0,0,0.000297864,0.001173752,0,0,0.000296142,0,0,0,-0.00093606,0,0,0,0,0,0,0.002803394,0,0,0,0,0,0,0,0,0,0.002323082,0.001656053,0,0,0,0,0,0,0,0,0,0,-0.000711077,0,0,0,0,0,0.000849646,0.001131639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79785,1/1/2013,0.004799514,0,0.009294133,-0.000341258,0,0,0.001630018,-0.002829816,0,0,0,0,0.000181468,0,0,0.00107188,-0.000218425,-0.001637156,0,0,0,-0.001027923,0,0,0,0,8.86E-05,0,-0.004813719,0.002137268,0,-0.00076738,0,0,0,0,0,0,0,0,0,0,0.000726145,0,0,0,0,0,0,0,0,0,0,0.001898297,0,0,0,0,0,0,0,0,0,0,-0.001980835,0,0,0,0,-0.000551227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80100,1/1/2013,0.008341013,0,0.008326986,0,-0.005337085,0.005268868,0,-0.005507774,0,0,0,0,1.52E-05,0.003350035,-0.002638965,0,0.002361555,0.001802061,-0.001089159,0,0,0,-0.00125173,0,0,0,0,0,0,-0.001783024,0,-0.002389972,0,0.007645315,0,0,0,0,0,0,-0.003305069,0,0,0,0,0,0,0.00015049,-0.005256931,0.001587216,0,0,0,0,0,0,-0.000393037,0,0,0,0,-4.53E-05,0,0,0,0,-0.001298675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80204,1/1/2013,0.01034343,0.006217221,0,0,0,0,0,0,0,0,0,0,6.02E-05,0,-0.002173009,0.000202271,-0.000191755,0,-0.001072213,0,0,0,0,0,0,0,0,-0.002260944,0.009690675,0,0.002202018,0,0,0,0,0,0,0,0.001031863,0,0,0.00224595,0,0,0,-0.001575787,0,0,0.001178552,0,0,-0.000816795,0.001119588,0,0,0,0,0,0,0,0,0,0.004878786,0,0,-0.000767332,0.000334542,0.004567145,0,0,0,0,0.001359119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80381,1/1/2013,0.008236247,0.000667907,0.004984086,0,-0.001350346,0.004473792,0,0,-0.003693723,0,0,0,1.58E-05,0.000118067,-0.001273001,0,0.001741142,0.002638066,-0.000726168,0,0,2.22E-05,0,0,0,0,0,0,0,-0.001113714,0,0,0,0.003491408,0.001503781,0,0,0,0,0,-0.003181444,0,0,0,0.001506532,0,0,6.78E-05,0,0.001100763,0,0,0,0,0,0,0,-0.002324716,0,0,0,0,0,0,-0.000414473,0,0,0,-0.000560135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80599,1/1/2013,0.037967202,0,0,0,0,0,0,0,0,0,0,0,0.003046169,-0.009913427,0.000623557,-0.011107762,0.010979145,-0.014759701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80681,1/1/2013,0.007694823,0,0.00705695,0,0,0.000392262,0,0,-0.000575217,0,0,0,4.48E-05,0,0,0,0,0.002531459,0.001062436,0,0,0,0,0.001414516,0,-0.001516783,2.22E-06,0,0,0,0.000195776,-0.000372739,0,0,0.001531544,0,0,0,0,0,0,0,0,0,0,0,0,4.95E-07,0,2.16E-05,-0.000102595,0,0,0,0,0,0,-0.004677148,0,0,0,0,0,0,0,0,0,0,0,0,-0.002553643,0,-0.000416417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80913,1/1/2013,0.003881439,0.005728622,-0.003944349,0,0,0,-0.002471918,0,0,0,0,0,0.000594236,-0.000226837,-0.000989376,-0.00376479,0.008077939,-0.00376435,0.002413518,0.001013263,-0.004186963,0,0.000328632,0,0,0.003046871,-0.001404696,0,0.001944984,0,0,0.003408586,0,0,-0.00381876,0,0,0,0,0,0,0,0,0,0,0,-0.002796872,0,0,0,0,-0.00754176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001087695,-0.002339067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81061,1/1/2013,0.005855991,0,0,-0.002296942,0,0.000903295,0,0,-0.001977736,0,0,0,0.000307324,0.003040967,0,0.001677014,0,-0.000846681,-0.002245171,0,0.000139804,0,0,0,0.004464386,0,-0.002709608,0,0.000814046,0,0.006753478,-0.000372077,-0.002607917,-1.34E-06,0,0,0,-0.002243385,0,0,0,0,0,0,0,-0.001475408,0.000114891,1.20E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004699676,0,0,-0.000369666,0,0,0,0,0,0.005722752,0.004013156,0,-0.009065869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81331,1/1/2013,0.001839968,0,0,0,0.004074328,-0.004771785,0,-0.001674638,0,0,0,0,0.000724504,-0.003762722,-0.003430102,0.000507883,0,0,0,0,0,0,0,0,0,0,0,0,0.001244937,-0.004549659,0,-0.001640511,0,0,0,0,0,0,0,0,0.002383584,0,0,0,0,0,0,-0.00114611,0.003678674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001357394,-0.00461713,0,-0.00127742,0.001595734,0,0,0,0.002001563,0,0,-0.008078705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81659,1/1/2013,0.010371486,0.00244178,0,0,0,0,0,0,0,0,0,0,0,0.000200671,0,-0.000282387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82303,1/1/2013,0.004041667,0,0.002206881,0,0,0,0,0,0,0,0,0,0,-0.001807586,0,0.001912039,0,-0.000186556,0,0,-0.002288976,0,0,0,0.000393013,0,0.000349334,-0.002614386,0,-0.002123105,0,0,0,0,-0.002630564,-0.002795023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003756764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000466975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82651,1/1/2013,0.008000351,0,-0.004238755,0,0,0.00744375,0,0,0,0,0,0,3.08E-07,0,0,0.000356868,0,0,-0.000103785,0,-0.00126357,0.000100816,0,0,0,0,-0.003133076,0,0,-0.000173101,0.000858792,0,0.000893588,0,0,0,0,-0.000485354,0.005137174,0,0,0,0,0,0,0,0,0.001430268,0,0,-0.000528786,0,-0.00313691,0,0,0,0,0,0,0,0,0,0,-0.006159247,0.000275569,-0.000386558,0,-0.000161276,0,-0.009358915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83443,1/1/2013,0.002632573,0,0.002669915,-0.004881713,0,0,0,-0.002427593,0,0,0,0,0.000108765,-0.000304919,0.000220078,0,0.002592383,0,0,0,0,0,0,0,0,0.000489193,0,0,0,-0.000499351,0,-0.000842446,0.001086527,-8.67E-07,0,0,0.000586408,0,0,0,0,0,0,-0.001259552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000332,0,0,0,0,0.002285897,0,0,-0.002844611,0,0,0,-0.000464447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83597,1/1/2013,0.011549426,0,0,0,0,-0.00259232,0,-1.45E-05,0,0,0,0,0.000676917,-0.001248405,-0.001040927,0,0.000477831,-0.003445831,0,0,-0.002267677,0,0.001375396,0,0,0,0,-0.000768577,0,0,0,0.000688492,0.001451133,0,-0.001845666,-0.00103731,0,0.000641431,0,0,0,0,0,0,0,0,0,-0.000929845,0,0.00039736,0.001786478,-0.000104287,0.005386221,0,0,0,0,0,0,0.00072667,0,-9.95E-05,0.000410134,0,0,0,0,-0.000266955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83728,1/1/2013,0.00296201,0,0.00528018,-0.002980019,0,0,0,0,0,0,0,0,0,-0.000108067,0,0.000337669,0,-0.000310815,0,0,0,0,0,0.000988213,0,0.003220198,0.000468876,-0.002465386,0,0,0,0,0,-0.001136266,0,0,0,0,0,0.00104401,0,0,0,0,0,0,0,0,0,0.001642276,-0.000182971,0,0.002562548,0,0,0,0,0,0,0,0,0,0.003517538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
